ID,Weekly_Sales
12_92_2012-12-07,28724.2294263988
12_92_2012-12-14,28241.5412644339
12_92_2012-12-21,28653.1999416161
12_92_2012-12-28,25024.4978263431
12_92_2013-01-04,32668.3140180353
12_92_2013-01-11,29741.3483925829
12_92_2013-01-18,30141.738891084
12_92_2013-01-25,29681.8922850351
12_92_2013-02-01,31615.0799223171
12_92_2013-02-08,30741.7867372899
12_92_2013-02-15,29425.1754427896
12_92_2013-02-22,29351.2924011556
12_92_2013-03-01,31216.1565596399
12_92_2013-03-08,30321.3715822175
12_92_2013-03-15,27373.7557869501
12_92_2013-03-22,26342.4676550011
12_92_2013-03-29,25759.500257372
12_92_2013-04-05,29298.9871615649
12_92_2013-04-12,25823.6212113479
12_92_2013-04-19,24548.7182129522
12_92_2013-04-26,23302.1603185899
12_92_2013-05-03,26611.3313822545
12_92_2013-05-10,23797.2307702191
12_92_2013-05-17,23647.046635483
12_92_2013-05-24,24072.5730211912
12_92_2013-05-31,24376.899787924
12_92_2013-06-07,26837.24635983
12_92_2013-06-14,23780.5941126797
12_92_2013-06-21,23544.8202200431
12_92_2013-06-28,23888.9450041604
12_92_2013-07-05,26105.5858483411
12_92_2013-07-12,24249.0745554949
12_92_2013-07-19,24734.0485333808
12_92_2013-07-26,23527.5322801971
12_93_2012-11-02,873.153685663631
12_93_2012-11-09,771.803625297988
12_93_2012-11-16,567.085007193808
12_93_2012-11-23,577.640222590562
12_93_2012-11-30,754.30775942502
12_93_2012-12-07,721.692070792018
12_93_2012-12-14,630.42737713251
12_93_2012-12-21,884.337847408816
12_93_2012-12-28,714.524936966758
12_93_2013-01-04,711.731232099132
12_93_2013-01-11,725.410104815018
12_93_2013-01-18,881.073146440217
12_93_2013-01-25,600.31025118738
12_93_2013-02-01,725.358821149851
12_93_2013-02-08,781.29481982513
12_93_2013-02-15,590.395189233176
12_93_2013-02-22,651.584473639001
12_93_2013-03-01,655.54928356097
12_93_2013-03-08,739.427971520514
12_93_2013-03-15,588.100294231031
12_93_2013-03-22,630.058966247996
12_93_2013-03-29,627.513213845563
12_93_2013-04-05,921.079119319881
12_93_2013-04-12,692.252332034551
12_93_2013-04-19,678.710229182225
12_93_2013-04-26,655.270783421047
12_93_2013-05-03,693.060031344515
12_93_2013-05-10,667.672263421272
12_93_2013-05-17,626.27471018537
12_93_2013-05-24,630.335389135356
12_93_2013-05-31,785.537592256855
12_93_2013-06-07,830.789898622368
12_93_2013-06-14,773.966093649182
12_93_2013-06-21,793.427632731553
12_93_2013-06-28,801.09294407437
12_93_2013-07-05,922.687843842422
12_93_2013-07-12,711.319077618874
12_93_2013-07-19,681.787999242377
12_93_2013-07-26,632.820373167252
12_94_2012-11-02,98.9509814467924
12_94_2012-11-09,52.8509605194352
12_94_2012-11-16,200.507663930704
12_94_2012-11-30,55.8170762148025
12_94_2012-12-07,209.718619640089
12_94_2012-12-14,485.499968521688
12_94_2013-01-25,159.165997285528
12_94_2013-02-15,3226.58309598525
12_94_2013-03-08,52.8472898378406
12_94_2013-04-05,13.4823965476742
12_94_2013-05-10,2617.54270312822
12_94_2013-05-17,1389.55581099179
12_94_2013-05-24,581.440930314458
12_94_2013-05-31,883.227470625198
12_94_2013-06-07,340.977640805175
12_94_2013-06-14,218.602289072788
12_94_2013-06-28,29.0315595327335
12_94_2013-07-05,61.2969918849749
12_95_2012-11-02,41609.8865542478
12_95_2012-11-09,38124.9642995552
12_95_2012-11-16,36028.5092506251
12_95_2012-11-23,35918.5613438398
12_95_2012-11-30,35674.8239998993
12_95_2012-12-07,37233.7715024451
12_95_2012-12-14,38664.9134329136
12_95_2012-12-21,38284.1321835705
12_95_2012-12-28,36197.9194978606
12_95_2013-01-04,41094.6889459992
12_95_2013-01-11,36357.434151481
12_95_2013-01-18,36582.3282644774
12_95_2013-01-25,38190.7432315873
12_95_2013-02-01,41521.4046613092
12_95_2013-02-08,40451.2111769337
12_95_2013-02-15,40416.5755367925
12_95_2013-02-22,39857.735732151
12_95_2013-03-01,44335.8324659907
12_95_2013-03-08,43097.3211800009
12_95_2013-03-15,42934.4769311985
12_95_2013-03-22,40966.5610294386
12_95_2013-03-29,42556.6884255677
12_95_2013-04-05,44860.1179014952
12_95_2013-04-12,42572.449175426
12_95_2013-04-19,42568.5049138303
12_95_2013-04-26,43493.2899761423
12_95_2013-05-03,48165.5239149527
12_95_2013-05-10,44340.7833173393
12_95_2013-05-17,43962.9300403147
12_95_2013-05-24,44747.5008205156
12_95_2013-05-31,44302.9946475354
12_95_2013-06-07,48903.3104264433
12_95_2013-06-14,46980.5871317992
12_95_2013-06-21,46184.1360713566
12_95_2013-06-28,46560.891951362
12_95_2013-07-05,47490.5386228392
12_95_2013-07-12,44108.8106830383
12_95_2013-07-19,43095.9611055634
12_95_2013-07-26,41921.7062632007
12_96_2012-11-09,1.36240110376584
12_96_2012-11-16,1.22290173335768
12_96_2012-11-30,1.26014964581591
12_96_2012-12-14,1.01524848735436
12_96_2012-12-21,1.41729966638837
12_96_2012-12-28,1.47082765648655
12_96_2013-03-01,6.40571711612373
12_96_2013-04-12,54.869961553965
12_97_2012-11-02,2812.45139806712
12_97_2012-11-09,2411.86013764389
12_97_2012-11-16,2458.884561267
12_97_2012-11-23,1913.34689567898
12_97_2012-11-30,2495.13515631007
12_97_2012-12-07,2316.23348040796
12_97_2012-12-14,2316.42727431818
12_97_2012-12-21,2247.84567308608
12_97_2012-12-28,1959.76071368535
12_97_2013-01-04,2519.38676621586
12_97_2013-01-11,2288.77662632343
12_97_2013-01-18,2216.39176727111
12_97_2013-01-25,2342.50144525341
12_97_2013-02-01,2554.66986475949
12_97_2013-02-08,2485.62445430678
12_97_2013-02-15,2347.27297157959
12_97_2013-02-22,2319.82924692743
12_97_2013-03-01,2364.46057953447
12_97_2013-03-08,2333.70391737945
12_97_2013-03-15,2309.20962905816
12_97_2013-03-22,2117.22018293855
12_97_2013-03-29,2270.53394319936
12_97_2013-04-05,2533.00875759838
12_97_2013-04-12,2245.83871841608
12_97_2013-04-19,2223.39176107611
12_97_2013-04-26,2222.52394511124
12_97_2013-05-03,2717.28593703169
12_97_2013-05-10,2361.86415838091
12_97_2013-05-17,2219.4852881261
12_97_2013-05-24,2267.21413467765
12_97_2013-05-31,2422.6870669202
12_97_2013-06-07,2692.96784749037
12_97_2013-06-14,2409.61614162413
12_97_2013-06-21,2490.03257292207
12_97_2013-06-28,2481.08672807133
12_97_2013-07-05,2684.85194257523
12_97_2013-07-12,2556.02109644507
12_97_2013-07-19,2544.67367615099
12_97_2013-07-26,2470.46322448736
12_98_2012-11-02,800.240497879728
12_98_2012-11-09,640.055784692117
12_98_2012-11-16,719.48914106662
12_98_2012-11-23,833.343080236985
12_98_2012-11-30,714.87274619439
12_98_2012-12-07,830.478258213518
12_98_2012-12-14,1022.06293886358
12_98_2012-12-21,1000.56216814341
12_98_2012-12-28,484.083362179136
12_98_2013-01-04,284.609258388251
12_98_2013-01-11,593.421546245286
12_98_2013-01-18,716.663006437637
12_98_2013-01-25,573.452737640367
12_98_2013-02-01,727.955412302065
12_98_2013-02-08,890.335236049743
12_98_2013-02-15,854.584434240261
12_98_2013-02-22,690.032800312559
12_98_2013-03-01,690.416173287861
12_98_2013-03-08,803.052449140765
12_98_2013-03-15,670.813769538099
12_98_2013-03-22,586.625728662874
12_98_2013-03-29,689.395971354309
12_98_2013-04-05,704.478611381126
12_98_2013-04-12,786.440200195422
12_98_2013-04-19,722.322550518219
12_98_2013-04-26,631.469568910999
12_98_2013-05-03,559.805071987584
12_98_2013-05-10,520.502196134732
12_98_2013-05-17,628.642896864837
12_98_2013-05-24,513.424500537918
12_98_2013-05-31,435.921965653479
12_98_2013-06-07,477.113952773614
12_98_2013-06-14,373.200088097951
12_98_2013-06-21,462.796502400053
12_98_2013-06-28,369.411183523962
12_98_2013-07-05,540.790579234299
12_98_2013-07-12,430.55283245164
12_98_2013-07-19,382.521860651966
12_98_2013-07-26,426.05760864459
12_99_2012-12-14,330.704473960431
12_99_2013-02-22,15.5976950898492
12_99_2013-07-05,12.8117711924191
12_99_2013-07-12,3.40097154331833
12_99_2013-07-19,7.01836004575307
12_99_2013-07-26,4.17772797915022
13_1_2012-11-02,74639.7524566448
13_1_2012-11-09,29522.4346356926
13_1_2012-11-16,33413.7178023457
13_1_2012-11-23,36272.6665492968
13_1_2012-11-30,46842.5454331537
13_1_2012-12-07,68034.3165473884
13_1_2012-12-14,104994.343058498
13_1_2012-12-21,144145.488974108
13_1_2012-12-28,88753.7368897309
13_1_2013-01-04,25177.7197627633
13_1_2013-01-11,28391.6244166578
13_1_2013-01-18,31680.9931125452
13_1_2013-01-25,33619.362115546
13_1_2013-02-01,41676.9476034348
13_1_2013-02-08,60048.294388758
13_1_2013-02-15,80833.6305685138
13_1_2013-02-22,33615.6679524443
13_1_2013-03-01,33533.6918741975
13_1_2013-03-08,38341.4405780926
13_1_2013-03-15,45006.9370589907
13_1_2013-03-22,49114.9156979535
13_1_2013-03-29,63044.4610895319
13_1_2013-04-05,97672.9008636809
13_1_2013-04-12,78875.495402891
13_1_2013-04-19,56357.0939658965
13_1_2013-04-26,47092.6134732101
13_1_2013-05-03,32835.4580943359
13_1_2013-05-10,35071.9084686182
13_1_2013-05-17,33183.0211358178
13_1_2013-05-24,34242.56092097
13_1_2013-05-31,36144.8047124814
13_1_2013-06-07,33931.487635493
13_1_2013-06-14,36803.1694429706
13_1_2013-06-21,36704.4297820439
13_1_2013-06-28,36442.2901722985
13_1_2013-07-05,36197.0777933193
13_1_2013-07-12,35270.6141622444
13_1_2013-07-19,36078.2510271143
13_1_2013-07-26,33457.9161018531
13_2_2012-11-02,75970.1073025265
13_2_2012-11-09,78526.6681188227
13_2_2012-11-16,73615.601723921
13_2_2012-11-23,75486.4286184875
13_2_2012-11-30,72122.3545845441
13_2_2012-12-07,82711.1704288245
13_2_2012-12-14,95098.6359758186
13_2_2012-12-21,118454.713352848
13_2_2012-12-28,92041.6354298967
13_2_2013-01-04,77236.1192573614
13_2_2013-01-11,73856.4275439927
13_2_2013-01-18,73154.9166877555
13_2_2013-01-25,69541.2343494783
13_2_2013-02-01,77177.12104999
13_2_2013-02-08,76150.172810543
13_2_2013-02-15,79361.5290335377
13_2_2013-02-22,80652.119147949
13_2_2013-03-01,80810.2415793345
13_2_2013-03-08,78982.6056600989
13_2_2013-03-15,77397.6427397304
13_2_2013-03-22,75572.5961024704
13_2_2013-03-29,75724.8203786488
13_2_2013-04-05,77876.5304435442
13_2_2013-04-12,75267.850638532
13_2_2013-04-19,77228.5600179976
13_2_2013-04-26,74414.5121465767
13_2_2013-05-03,79387.622060192
13_2_2013-05-10,75354.9414129133
13_2_2013-05-17,76165.0044497577
13_2_2013-05-24,75256.9347501028
13_2_2013-05-31,77281.3509792843
13_2_2013-06-07,78428.9188472394
13_2_2013-06-14,78940.3957796827
13_2_2013-06-21,78501.2564248772
13_2_2013-06-28,77996.161897686
13_2_2013-07-05,80570.0001161229
13_2_2013-07-12,78642.9252194393
13_2_2013-07-19,78677.0927988982
13_2_2013-07-26,76213.8700391106
13_3_2012-11-02,16396.7725790775
13_3_2012-11-09,17909.2300299305
13_3_2012-11-16,17828.3600611846
13_3_2012-11-23,20836.0437792358
13_3_2012-11-30,19313.7175330395
13_3_2012-12-07,23672.455422991
13_3_2012-12-14,29707.491400314
13_3_2012-12-21,34601.8420570089
13_3_2012-12-28,24377.5438115551
13_3_2013-01-04,26917.4327973799
13_3_2013-01-11,24606.0903176854
13_3_2013-01-18,27952.076586338
13_3_2013-01-25,22576.5204315836
13_3_2013-02-01,21810.3118940292
13_3_2013-02-08,21859.124744649
13_3_2013-02-15,21264.9911311717
13_3_2013-02-22,19120.8624957577
13_3_2013-03-01,20187.9590541291
13_3_2013-03-08,19530.4033270652
13_3_2013-03-15,17718.7087907718
13_3_2013-03-22,17998.4321469709
13_3_2013-03-29,17580.6323382591
13_3_2013-04-05,17000.0496245789
13_3_2013-04-12,17933.8028622012
13_3_2013-04-19,17917.163479208
13_3_2013-04-26,15956.4171644113
13_3_2013-05-03,18371.7265071925
13_3_2013-05-10,17671.4703014131
13_3_2013-05-17,16325.4806956348
13_3_2013-05-24,16779.2255347464
13_3_2013-05-31,17260.1471334075
13_3_2013-06-07,15965.5108345493
13_3_2013-06-14,15730.5190018165
13_3_2013-06-21,15413.4783317425
13_3_2013-06-28,15474.9298621043
13_3_2013-07-05,15726.4648477279
13_3_2013-07-12,27373.1631465297
13_3_2013-07-19,36592.0029340123
13_3_2013-07-26,36042.3911521386
13_4_2012-11-02,49229.424630438
13_4_2012-11-09,47649.0846656505
13_4_2012-11-16,46589.4042507574
13_4_2012-11-23,51368.8795153089
13_4_2012-11-30,44558.9475312979
13_4_2012-12-07,48570.4386462661
13_4_2012-12-14,48270.2863460399
13_4_2012-12-21,54624.0759538946
13_4_2012-12-28,44021.0829437801
13_4_2013-01-04,50688.0557826183
13_4_2013-01-11,43974.4113252456
13_4_2013-01-18,42920.6615546227
13_4_2013-01-25,40978.2406283347
13_4_2013-02-01,46431.2055541437
13_4_2013-02-08,45530.7155274067
13_4_2013-02-15,43135.9382169975
13_4_2013-02-22,44141.4979388147
13_4_2013-03-01,46025.984601047
13_4_2013-03-08,42999.679340819
13_4_2013-03-15,41588.4307643917
13_4_2013-03-22,41363.6757908141
13_4_2013-03-29,42886.4400365899
13_4_2013-04-05,45224.8855100048
13_4_2013-04-12,44009.3458570447
13_4_2013-04-19,44239.3587180446
13_4_2013-04-26,42345.4292169256
13_4_2013-05-03,46221.7995302033
13_4_2013-05-10,44037.518817874
13_4_2013-05-17,43899.0180854109
13_4_2013-05-24,44849.1705051643
13_4_2013-05-31,47328.73273941
13_4_2013-06-07,47537.3418686874
13_4_2013-06-14,46256.3483965738
13_4_2013-06-21,44654.8859076879
13_4_2013-06-28,48895.0277356348
13_4_2013-07-05,50914.2933170076
13_4_2013-07-12,46228.2399034568
13_4_2013-07-19,46841.6689341144
13_4_2013-07-26,45392.7150759725
13_5_2012-11-02,61364.074846096
13_5_2012-11-09,73898.7554886889
13_5_2012-11-16,63009.3240150537
13_5_2012-11-23,183782.988721631
13_5_2012-11-30,63762.0521937817
13_5_2012-12-07,79261.9928587555
13_5_2012-12-14,107822.963965117
13_5_2012-12-21,139308.990440566
13_5_2012-12-28,97009.706837503
13_5_2013-01-04,41849.2470663758
13_5_2013-01-11,34439.939687888
13_5_2013-01-18,36639.4414537521
13_5_2013-01-25,38852.1782529855
13_5_2013-02-01,46081.4122966954
13_5_2013-02-08,53300.1944857878
13_5_2013-02-15,68192.9977860517
13_5_2013-02-22,55388.4572719076
13_5_2013-03-01,55729.1282245648
13_5_2013-03-08,50620.8177742886
13_5_2013-03-15,46829.3166129639
13_5_2013-03-22,46756.5903722022
13_5_2013-03-29,57150.7371904301
13_5_2013-04-05,64833.9547210137
13_5_2013-04-12,52591.1353947583
13_5_2013-04-19,47576.946219999
13_5_2013-04-26,38981.1895249912
13_5_2013-05-03,36695.1934659818
13_5_2013-05-10,37217.956411729
13_5_2013-05-17,37589.3255932848
13_5_2013-05-24,37248.3849210232
13_5_2013-05-31,37703.5352870843
13_5_2013-06-07,50034.6317250382
13_5_2013-06-14,50753.4138534733
13_5_2013-06-21,44125.3969789961
13_5_2013-06-28,38909.1890748052
13_5_2013-07-05,34344.4339716841
13_5_2013-07-12,32496.0480203259
13_5_2013-07-19,32400.6428937838
13_5_2013-07-26,30163.6284140546
13_6_2012-11-02,4689.21529333699
13_6_2012-11-09,4724.07090737501
13_6_2012-11-16,3790.83444452324
13_6_2012-11-23,29568.10123734
13_6_2012-11-30,6170.80214543767
13_6_2012-12-07,8552.27397459916
13_6_2012-12-14,11750.7352616769
13_6_2012-12-21,19022.7256171116
13_6_2012-12-28,15578.0515630392
13_6_2013-01-04,4180.19379778819
13_6_2013-01-11,3124.15349221622
13_6_2013-01-18,4055.20362695561
13_6_2013-01-25,3058.42224981086
13_6_2013-02-01,5371.94575392355
13_6_2013-02-08,4976.82443267575
13_6_2013-02-15,5993.08288247372
13_6_2013-02-22,4098.09461305178
13_6_2013-03-01,4457.98136294234
13_6_2013-03-08,4438.11668241328
13_6_2013-03-15,5352.49587939314
13_6_2013-03-22,5680.3158100591
13_6_2013-03-29,4965.71559031708
13_6_2013-04-05,6260.06403284071
13_6_2013-04-12,5384.42144295348
13_6_2013-04-19,5248.21163174481
13_6_2013-04-26,5500.78546495936
13_6_2013-05-03,5696.877379754
13_6_2013-05-10,7421.77270335673
13_6_2013-05-17,6969.29252682007
13_6_2013-05-24,6399.10464388945
13_6_2013-05-31,7015.42435019694
13_6_2013-06-07,7001.03368138248
13_6_2013-06-14,6663.95367253832
13_6_2013-06-21,6164.90162808945
13_6_2013-06-28,6546.86026154863
13_6_2013-07-05,6064.05431029832
13_6_2013-07-12,6539.15561644594
13_6_2013-07-19,7048.97965342781
13_6_2013-07-26,6542.24365663665
13_7_2012-11-02,47535.8104269646
13_7_2012-11-09,64103.3811685438
13_7_2012-11-16,69887.8905310878
13_7_2012-11-23,183380.537178472
13_7_2012-11-30,103644.646923232
13_7_2012-12-07,141624.339164352
13_7_2012-12-14,179510.739418555
13_7_2012-12-21,230678.888544305
13_7_2012-12-28,135887.454484324
13_7_2013-01-04,25407.1395168628
13_7_2013-01-11,25533.5655895805
13_7_2013-01-18,26904.511368254
13_7_2013-01-25,25790.5073745939
13_7_2013-02-01,30637.3328742375
13_7_2013-02-08,35270.616934407
13_7_2013-02-15,40151.5500455784
13_7_2013-02-22,35990.5066859144
13_7_2013-03-01,37469.3679573132
13_7_2013-03-08,44439.282744265
13_7_2013-03-15,49037.3599856167
13_7_2013-03-22,48259.3751757309
13_7_2013-03-29,54319.2983239855
13_7_2013-04-05,65289.9051718406
13_7_2013-04-12,61657.8099781499
13_7_2013-04-19,61004.9344219182
13_7_2013-04-26,57384.5507002667
13_7_2013-05-03,53331.1825525546
13_7_2013-05-10,53880.1872595118
13_7_2013-05-17,56960.5345837884
13_7_2013-05-24,59109.8241837735
13_7_2013-05-31,63694.2391141423
13_7_2013-06-07,74790.5541339992
13_7_2013-06-14,67538.5105588077
13_7_2013-06-21,64193.4738835491
13_7_2013-06-28,70294.2452630157
13_7_2013-07-05,86001.722636097
13_7_2013-07-12,56948.2403149796
13_7_2013-07-19,53035.7501169103
13_7_2013-07-26,49332.3387561787
13_8_2012-11-02,39168.5152546733
13_8_2012-11-09,39029.8754815529
13_8_2012-11-16,37187.9959803284
13_8_2012-11-23,37864.2136894344
13_8_2012-11-30,37336.7317038671
13_8_2012-12-07,40855.1576898697
13_8_2012-12-14,41385.3657730589
13_8_2012-12-21,52578.9366356818
13_8_2012-12-28,35404.1295945395
13_8_2013-01-04,36761.7505240693
13_8_2013-01-11,36307.6216355725
13_8_2013-01-18,37196.191134596
13_8_2013-01-25,35902.8642820534
13_8_2013-02-01,40218.5497074585
13_8_2013-02-08,37085.3724914324
13_8_2013-02-15,38776.2702235056
13_8_2013-02-22,38272.8529868415
13_8_2013-03-01,40861.2802884749
13_8_2013-03-08,38309.0098599244
13_8_2013-03-15,36072.2880545797
13_8_2013-03-22,36463.0595326584
13_8_2013-03-29,36534.7672223174
13_8_2013-04-05,39421.1721524897
13_8_2013-04-12,36261.719873175
13_8_2013-04-19,36750.8649081677
13_8_2013-04-26,35166.6726388571
13_8_2013-05-03,38232.5655409823
13_8_2013-05-10,34570.0058639013
13_8_2013-05-17,34896.4753206929
13_8_2013-05-24,36092.734640896
13_8_2013-05-31,36950.0048702828
13_8_2013-06-07,37254.6214349102
13_8_2013-06-14,36851.2706120528
13_8_2013-06-21,35405.8527054339
13_8_2013-06-28,36491.7265035567
13_8_2013-07-05,36948.7491899291
13_8_2013-07-12,35071.7048001329
13_8_2013-07-19,35901.2356612181
13_8_2013-07-26,34461.9723572584
13_9_2012-11-02,28728.9963783608
13_9_2012-11-09,27767.3415883626
13_9_2012-11-16,21615.4439137151
13_9_2012-11-23,46267.1873071303
13_9_2012-11-30,36741.7560946073
13_9_2012-12-07,32468.7545817289
13_9_2012-12-14,40078.2799049262
13_9_2012-12-21,60825.8116785314
13_9_2012-12-28,33289.4603299393
13_9_2013-01-04,21732.5776392081
13_9_2013-01-11,17915.0091872102
13_9_2013-01-18,21710.494032895
13_9_2013-01-25,18825.4670588729
13_9_2013-02-01,20880.5072893939
13_9_2013-02-08,22896.5023642795
13_9_2013-02-15,26714.5210995198
13_9_2013-02-22,24522.4266148869
13_9_2013-03-01,25417.5240987209
13_9_2013-03-08,27618.3638799178
13_9_2013-03-15,32753.9728790682
13_9_2013-03-22,30610.9227601914
13_9_2013-03-29,34639.6142513896
13_9_2013-04-05,38199.2085149692
13_9_2013-04-12,37866.4608836409
13_9_2013-04-19,41995.0904960436
13_9_2013-04-26,42819.9923120621
13_9_2013-05-03,43006.4081923628
13_9_2013-05-10,45766.2112098104
13_9_2013-05-17,45916.0394695996
13_9_2013-05-24,53537.5779122883
13_9_2013-05-31,54528.8331183996
13_9_2013-06-07,60993.2056203962
13_9_2013-06-14,66940.0353291894
13_9_2013-06-21,75511.0058995445
13_9_2013-06-28,68183.1722776096
13_9_2013-07-05,70876.9122808902
13_9_2013-07-12,61448.9045139602
13_9_2013-07-19,65805.4733987307
13_9_2013-07-26,61944.159362483
13_10_2012-11-02,31986.5087827865
13_10_2012-11-09,34272.4510167704
13_10_2012-11-16,33161.9620313124
13_10_2012-11-23,35637.0823903035
13_10_2012-11-30,29230.3003613767
13_10_2012-12-07,30503.7880156558
13_10_2012-12-14,32756.3039107651
13_10_2012-12-21,38251.642082932
13_10_2012-12-28,31655.1246780813
13_10_2013-01-04,23364.7996784681
13_10_2013-01-11,24064.5141896163
13_10_2013-01-18,25339.4285959609
13_10_2013-01-25,24364.573824591
13_10_2013-02-01,23748.4423239815
13_10_2013-02-08,23846.9694225053
13_10_2013-02-15,29217.9722547447
13_10_2013-02-22,28116.2576937351
13_10_2013-03-01,29834.3039288901
13_10_2013-03-08,28889.5985505768
13_10_2013-03-15,32883.922302472
13_10_2013-03-22,27904.1170525898
13_10_2013-03-29,28759.3344408052
13_10_2013-04-05,30371.2113107209
13_10_2013-04-12,27932.312337178
13_10_2013-04-19,27965.9063622076
13_10_2013-04-26,30683.1421058619
13_10_2013-05-03,31022.6629769352
13_10_2013-05-10,30055.0799199928
13_10_2013-05-17,29921.7765728985
13_10_2013-05-24,32895.5322261796
13_10_2013-05-31,32799.1141501804
13_10_2013-06-07,34750.2159227347
13_10_2013-06-14,33488.3502735488
13_10_2013-06-21,38257.1344601402
13_10_2013-06-28,38856.6127025896
13_10_2013-07-05,39322.2628319167
13_10_2013-07-12,36150.7124058773
13_10_2013-07-19,37522.3892833157
13_10_2013-07-26,35369.2437891449
13_11_2012-11-02,24164.2850773212
13_11_2012-11-09,25628.6810839373
13_11_2012-11-16,22976.8705495265
13_11_2012-11-23,32006.6597993823
13_11_2012-11-30,31669.5451673468
13_11_2012-12-07,31532.5707350997
13_11_2012-12-14,28696.9970852072
13_11_2012-12-21,32183.8456260365
13_11_2012-12-28,21893.8346427879
13_11_2013-01-04,23927.9900325054
13_11_2013-01-11,20367.726322472
13_11_2013-01-18,23137.0863016172
13_11_2013-01-25,18682.3315708196
13_11_2013-02-01,22083.3075467948
13_11_2013-02-08,22111.5004587379
13_11_2013-02-15,20240.9724752979
13_11_2013-02-22,22161.3670521531
13_11_2013-03-01,22212.4106124185
13_11_2013-03-08,20952.5769773847
13_11_2013-03-15,18709.573652467
13_11_2013-03-22,18697.8126047855
13_11_2013-03-29,19033.0171293671
13_11_2013-04-05,19616.9997740625
13_11_2013-04-12,18792.0421388798
13_11_2013-04-19,18413.3857712034
13_11_2013-04-26,22228.8866351647
13_11_2013-05-03,18734.2652281616
13_11_2013-05-10,18519.5071366571
13_11_2013-05-17,19645.4308336056
13_11_2013-05-24,20435.8017414611
13_11_2013-05-31,20782.1354755437
13_11_2013-06-07,25113.6363932858
13_11_2013-06-14,20536.832156341
13_11_2013-06-21,24608.1709254812
13_11_2013-06-28,28228.2574199879
13_11_2013-07-05,27354.6629708646
13_11_2013-07-12,25123.0290752131
13_11_2013-07-19,22978.5162831528
13_11_2013-07-26,23029.7224463758
13_12_2012-11-02,6501.92476483522
13_12_2012-11-09,6253.09395413218
13_12_2012-11-16,6234.87752224118
13_12_2012-11-23,5578.45949492872
13_12_2012-11-30,6124.19079704164
13_12_2012-12-07,5564.1068540768
13_12_2012-12-14,5339.92084625446
13_12_2012-12-21,5914.2248148612
13_12_2012-12-28,4960.70936247943
13_12_2013-01-04,5383.28355388357
13_12_2013-01-11,5241.68179369813
13_12_2013-01-18,5689.43482255522
13_12_2013-01-25,5774.69683720064
13_12_2013-02-01,5697.39751515843
13_12_2013-02-08,5590.741493897
13_12_2013-02-15,6093.891158368
13_12_2013-02-22,7182.13960562827
13_12_2013-03-01,6662.09241859181
13_12_2013-03-08,7079.71651525861
13_12_2013-03-15,7534.05042518121
13_12_2013-03-22,7240.34325579694
13_12_2013-03-29,6868.59661934257
13_12_2013-04-05,8102.07833076899
13_12_2013-04-12,7281.12512223278
13_12_2013-04-19,7019.02495378496
13_12_2013-04-26,7433.15529516097
13_12_2013-05-03,7622.62543440284
13_12_2013-05-10,8212.94225981525
13_12_2013-05-17,7233.44467936522
13_12_2013-05-24,8069.54564679328
13_12_2013-05-31,8735.69903026421
13_12_2013-06-07,8608.79761606312
13_12_2013-06-14,8109.69166709488
13_12_2013-06-21,8448.60501784789
13_12_2013-06-28,8158.11086005814
13_12_2013-07-05,8877.24531186742
13_12_2013-07-12,8787.14328917122
13_12_2013-07-19,8463.96384593259
13_12_2013-07-26,8683.4929689288
13_13_2012-11-02,51512.2172076882
13_13_2012-11-09,50277.598063453
13_13_2012-11-16,47945.6698275
13_13_2012-11-23,45636.0317837342
13_13_2012-11-30,44501.430087901
13_13_2012-12-07,46987.6423305507
13_13_2012-12-14,44297.5711545105
13_13_2012-12-21,45869.2274318956
13_13_2012-12-28,41119.901594265
13_13_2013-01-04,53206.237929635
13_13_2013-01-11,49617.0651550565
13_13_2013-01-18,48573.6249619408
13_13_2013-01-25,46523.3173203744
13_13_2013-02-01,48367.7018026277
13_13_2013-02-08,48000.8491919796
13_13_2013-02-15,49198.3608159373
13_13_2013-02-22,51034.6855716964
13_13_2013-03-01,52845.8441148137
13_13_2013-03-08,48433.7113375318
13_13_2013-03-15,47601.9443140609
13_13_2013-03-22,46250.4557819396
13_13_2013-03-29,46546.7487725767
13_13_2013-04-05,48625.4380973252
13_13_2013-04-12,45909.5241066592
13_13_2013-04-19,47534.6717000766
13_13_2013-04-26,45485.0828005514
13_13_2013-05-03,47615.1247559859
13_13_2013-05-10,45955.8007871992
13_13_2013-05-17,44540.6229795921
13_13_2013-05-24,44913.5272398475
13_13_2013-05-31,45424.6263406323
13_13_2013-06-07,48485.6849134061
13_13_2013-06-14,47395.7112307861
13_13_2013-06-21,45661.0681211253
13_13_2013-06-28,46963.9470082546
13_13_2013-07-05,49565.6219787349
13_13_2013-07-12,48496.8666892103
13_13_2013-07-19,49019.6743782275
13_13_2013-07-26,46713.403795435
13_14_2012-11-02,27182.3941879154
13_14_2012-11-09,30323.3501672234
13_14_2012-11-16,31306.5428312388
13_14_2012-11-23,76094.2552249201
13_14_2012-11-30,33941.2004734318
13_14_2012-12-07,42574.6422709584
13_14_2012-12-14,56874.8444134353
13_14_2012-12-21,77265.9466122594
13_14_2012-12-28,53073.0038472107
13_14_2013-01-04,26624.1423406217
13_14_2013-01-11,26443.3171107894
13_14_2013-01-18,24939.5266702884
13_14_2013-01-25,20348.6214190845
13_14_2013-02-01,25993.892717013
13_14_2013-02-08,29171.6870038459
